Date,Nucleaire,Gaz,Charbon,Biomasse,Fioul,Hydro,STEP Pompage,STEP Turbinage,Batterie Injection,Batterie Soutirage,RES,Charge Nette
2020-01-05 20:00:00,5580.0,3554.9999999999986,0.0,0.0,0.0,109.16307893020272,0.0,0.0,0.0,0.0,2129,9244
2020-01-05 21:00:00,4056.1630789302008,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124,7611
2020-01-05 22:00:00,3795.1630789302017,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3558,7350
2020-01-05 23:00:00,3875.1630789302008,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3633,7430
2020-01-06 00:00:00,4117.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3128,7672
2020-01-06 01:00:00,4226.163078930202,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694,7781
2020-01-06 02:00:00,4241.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378,7796
2020-01-06 03:00:00,4219.163078930201,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,7774
2020-01-06 04:00:00,4251.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,7806
2020-01-06 05:00:00,4773.163078930201,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1888,8328
2020-01-06 06:00:00,5329.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507,8884
2020-01-06 07:00:00,5580.0,3554.9999999999995,0.0,0.0,0.0,1548.1630789302017,0.0,0.0,0.0,0.0,1727,10683
2020-01-06 08:00:00,5272.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920,8827
2020-01-06 09:00:00,4973.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4293,8528
2020-01-06 10:00:00,4841.1630789302,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4472,8396
2020-01-06 11:00:00,4745.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4650,8300
2020-01-06 12:00:00,4667.163078930201,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4704,8222
2020-01-06 13:00:00,5580.0,3555.0000000000005,0.0,0.0,0.0,752.1630789301998,0.0,0.0,0.0,0.0,2773,9887
2020-01-06 14:00:00,4475.163078930201,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4405,8030
2020-01-06 15:00:00,4261.1630789302,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4421,7816
2020-01-06 16:00:00,4457.163078930202,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160,8012
2020-01-06 17:00:00,3960.0,3555.0000000000005,0.0,0.0,0.0,1234.1630789301998,0.0,0.0,0.0,0.0,4003,8749
2020-01-06 18:00:00,3960.0,3555.0000000000005,0.0,0.0,0.0,1644.1630789301998,0.0,0.0,0.0,0.0,4149,9159
2020-01-06 19:00:00,3960.0,3555.0,0.0,0.0,0.0,1559.1630789302003,0.0,0.0,0.0,0.0,4096,9074
2020-01-06 20:00:00,3960.0,3555.0000000000005,0.0,0.0,0.0,1484.1630789301998,0.0,0.0,0.0,0.0,3312,8999
2020-01-06 21:00:00,3960.0,3554.9999999999995,0.0,0.0,0.0,2128.1630789302008,0.0,0.0,0.0,0.0,1927,9643
2020-01-06 22:00:00,3960.0,3555.0000000000005,0.0,0.0,0.0,809.1630789301998,0.0,0.0,0.0,0.0,3392,8324
2020-01-06 23:00:00,3960.0,3554.9999999999995,0.0,0.0,0.0,2348.1630789302008,0.0,0.0,0.0,0.0,1999,9863
2020-01-07 00:00:00,3960.0,3555.000000000001,0.0,0.0,0.0,791.1630789302008,0.0,0.0,0.0,0.0,2896,8306
2020-01-07 01:00:00,3960.0,3554.9999999999995,0.0,0.0,0.0,681.1630789302026,0.0,0.0,0.0,0.0,2705,8196
2020-01-07 02:00:00,3960.0,3555.000000000001,0.0,0.0,0.0,720.1630789302008,0.0,0.0,0.0,0.0,2389,8235
2020-01-07 03:00:00,3960.0,3555.000000000001,0.0,0.0,0.0,719.1630789302008,0.0,0.0,0.0,0.0,2017,8234
2020-01-07 04:00:00,3960.0,3555.0000000000005,0.0,0.0,0.0,711.1630789302013,0.0,0.0,0.0,0.0,1990,8226
2020-01-07 05:00:00,3960.0,3555.000000000001,0.0,0.0,0.0,960.1630789302008,0.0,0.0,0.0,0.0,2242,8475
2020-01-07 06:00:00,3960.0,3555.0,0.0,0.0,0.0,1780.163078930202,0.0,0.0,0.0,0.0,2613,9295
2020-01-07 07:00:00,3960.0,3555.000000000001,0.0,0.0,0.0,2037.1630789302008,0.0,0.0,0.0,0.0,3390,9552
2020-01-07 08:00:00,3960.0,3555.0,0.0,0.0,0.0,1783.163078930202,0.0,0.0,0.0,0.0,3983,9298
2020-01-07 09:00:00,3960.0,3554.9999999999995,0.0,0.0,0.0,2354.163078930202,0.0,0.0,0.0,0.0,3484,9869
2020-01-07 10:00:00,3960.0,3554.9999999999995,0.0,0.0,0.0,2079.1630789302026,0.0,0.0,0.0,0.0,3782,9594
2020-01-07 11:00:00,3960.0,3555.000000000001,0.0,0.0,0.0,1995.1630789302008,0.0,0.0,0.0,0.0,3943,9510
2020-01-07 12:00:00,3960.0,3555.000000000001,0.0,0.0,0.0,1930.1630789302008,0.0,0.0,0.0,0.0,3975,9445
2020-01-07 13:00:00,3960.0,3555.0000000000005,0.0,0.0,0.0,1096.1630789302012,0.0,0.0,0.0,0.0,4526,8611
2020-01-07 14:00:00,4770.0,3555.000000000001,0.0,0.0,0.0,185.1630789302008,0.0,0.0,0.0,0.0,4348,8510
2020-01-07 15:00:00,4770.0,3555.0,0.0,0.0,0.0,293.16307893020183,0.0,0.0,0.0,0.0,4014,8618
2020-01-07 16:00:00,4770.0,3555.000000000001,0.0,0.0,0.0,497.1630789302008,0.0,0.0,0.0,0.0,3722,8822
2020-01-07 17:00:00,5580.0,3555.0,0.0,0.0,0.0,628.1630789302018,0.0,0.0,0.0,0.0,3297,9763
2020-01-07 18:00:00,5580.0,3555.000000000001,0.0,0.0,0.0,1363.1630789302008,0.0,0.0,0.0,0.0,2995,10498
2020-01-07 19:00:00,5580.0,3554.9999999999995,0.0,0.0,0.0,1732.1630789302026,0.0,0.0,0.0,0.0,2500,10867
2020-01-07 20:00:00,5580.0,3555.000000000001,0.0,0.0,0.0,265.16307893020075,0.0,0.0,0.0,0.0,3017,9400
2020-01-07 21:00:00,5580.0,3554.9999999999995,0.0,0.0,0.0,676.1630789302023,0.0,0.0,0.0,0.0,1797,9811
2020-01-07 22:00:00,4897.163078930202,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3240,8452
2020-01-07 23:00:00,4993.163078930201,3555.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3224,8548
2020-01-08 00:00:00,5087.163078930202,3402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2644,8489
2020-01-08 01:00:00,5580.0,3555.0,0.0,0.0,0.0,162.1630789302012,0.0,0.0,0.0,0.0,1471,9297
2020-01-08 02:00:00,5580.0,3402.0,0.0,0.0,0.0,55.16307893020121,0.0,0.0,0.0,0.0,1398,9037
2020-01-08 03:00:00,4880.163078930202,3401.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675,8282
2020-01-08 04:00:00,4831.163078930202,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424,8386
2020-01-08 05:00:00,5155.163078930202,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479,8710
2020-01-08 06:00:00,5580.0,3555.0000000000005,0.0,0.0,0.0,362.1630789302008,0.0,0.0,0.0,0.0,1602,9497
2020-01-08 07:00:00,5580.0,3554.9999999999995,0.0,0.0,0.0,931.1630789302018,0.0,0.0,0.0,0.0,1840,10066
2020-01-08 08:00:00,5580.0,3554.9999999999995,0.0,0.0,0.0,833.1630789302023,0.0,0.0,0.0,0.0,2229,9968
2020-01-08 09:00:00,5580.0,3554.9999999999995,0.0,0.0,0.0,344.1630789302019,0.0,0.0,0.0,0.0,2810,9479
2020-01-08 10:00:00,5574.163078930202,3554.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3213,9129
2020-01-08 11:00:00,5445.163078930202,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3422,9000
2020-01-08 12:00:00,5277.163078930202,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3622,8832
2020-01-08 13:00:00,5040.663078930202,3478.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620,8519
2020-01-08 14:00:00,4749.663078930202,3478.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3654,8228
